superrole,superlab,count,direct acting assertions,background,blanket inclusion?,confident?,notes,single acting,drug,agent,ec,metabolite,modulator,food,subclass of drug,agonist,inhibitor,blocker,solvent
http://purl.obolibrary.org/obo/CHEBI_50855,antiatherogenic agent,1,1,3,FALSE,8,,TRUE,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50857,anti-allergic agent,17,17,70,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50864,insulin-sensitizing drug,2,2,5,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50903,carcinogenic agent,9,9,159,FALSE,9,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50906,role,903,0,22432,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50909,nephrotoxic agent,1,1,10,FALSE,9,,TRUE,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50919,antiemetic,17,17,60,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50925,EC 2.7.11.1 (non-specific serine/threonine protein kinase) inhibitor,1,1,39,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50926,angiogenesis modulating agent,1,1,26,FALSE,8,,TRUE,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50949,serotonin uptake inhibitor,14,14,42,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_51039,dopamine uptake inhibitor,6,6,19,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_51061,hormone receptor modulator,25,0,123,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,TRUE,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_51068,miotic,3,3,5,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_51086,chemical role,150,0,1272,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_51121,fluorescent dye,1,0,564,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_51177,antitussive,10,10,33,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_51217,fluorochrome,1,1,551,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_51371,muscle relaxant,25,19,91,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_51372,neuromuscular agent,25,3,96,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_51374,GABA agent,9,0,46,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_51451,endothelin receptor antagonist,1,1,5,FALSE,8,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_52206,biochemical role,477,0,16844,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_52208,biophysical role,36,0,308,FALSE,9,under construction?,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_52211,physiological role,68,0,295,FALSE,9,under construction?,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_52214,ligand,11,2,119,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_52215,photochemical role,2,0,34,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_52217,pharmaceutical,610,0,4711,FALSE,9,need to go deeper,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_52424,EC 3.2.1.* (glycosidase) inhibitor,1,0,74,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_52629,EC 3.1.26.13 (retroviral ribonuclease H) inhibitor,3,0,47,FALSE,9,,,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_53000,epitope,6,6,644,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_53121,adenosine A2A receptor antagonist,1,1,4,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_53746,EC 1.1.1.205 (IMP dehydrogenase) inhibitor,1,1,5,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_53784,antispasmodic drug,8,8,37,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_55323,antidiarrhoeal drug,3,3,11,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_55324,gastrointestinal drug,9,6,35,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_55347,vitamin K antagonist,1,1,6,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_59010,antiseborrheic,1,1,6,FALSE,8,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_59107,EC 3.4.24.* (metalloendopeptidase) inhibitor,2,0,20,FALSE,9,,,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_59163,biomarker,5,5,50,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_59174,hapten,5,5,119,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_5924,EC 3.4.21.* (serine endopeptidase) inhibitor,13,0,78,FALSE,9,,,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_59283,delta-opioid receptor antagonist,1,1,3,FALSE,8,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_59321,EC 4.1.1.28 (aromatic-L-amino-acid decarboxylase) inhibitor,1,1,4,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_59683,antipruritic drug,11,11,30,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_59727,vasopressin receptor agonist,1,1,3,FALSE,8,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_59844,antihyperplasia drug,3,3,3,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_59941,amphiphile,1,1,7,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_59997,EC 1.14.18.1 (tyrosinase) inhibitor,1,1,29,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_60258,EC 3.4.* (hydrolases acting on peptide bond) inhibitor,26,0,246,FALSE,9,,,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_60598,opioid agent,16,0,45,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_60599,mu-opioid agent,15,0,38,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_60601,delta-opioid agent,1,0,12,FALSE,8,,TRUE,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_60603,kappa-opioid agent,2,0,13,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_60809,adjuvant,10,4,32,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_61950,microtubule-stabilising agent,1,1,6,FALSE,9,,TRUE,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_62215,allelochemical,1,1,11,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_62434,EC 2.7.10.1 (receptor protein-tyrosine kinase) inhibitor,1,1,42,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_62868,hepatoprotective agent,3,3,55,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_62913,EC 2.4.2.30 (NAD(+) ADP-ribosyltransferase) inhibitor,1,1,9,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_63046,emulsifier,7,0,74,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_63047,food emulsifier,2,2,8,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,TRUE,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_63060,phase-transfer catalyst,1,1,3,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_63090,EC 2.4.2.1 (purine-nucleoside phosphorylase) inhibitor,1,1,3,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_63248,oxidising agent,1,1,22,FALSE,9,,TRUE,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_63330,sodium-dependent Pi-transporter inhibitor,1,1,1,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_63332,EC 3.1.3.1 (alkaline phosphatase) inhibitor,1,1,7,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_63490,explosive,2,2,26,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_63510,EC 3.6.3.9 (Na(+)/K(+)-transporting ATPase) inhibitor,1,1,13,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_63533,gonadotropin releasing hormone agonist,1,1,6,FALSE,8,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_63673,chemokine receptor 5 antagonist,1,1,5,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_63726,neuroprotective agent,9,9,122,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_63794,retinoid X receptor agonist,1,1,3,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64018,protein kinase C agonist,1,1,9,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64047,food additive,30,2,199,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,TRUE,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64049,food acidity regulator,4,4,16,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,TRUE,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64106,protein kinase agonist,1,0,22,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64338,K-ATP channel agonist,1,1,2,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64370,glutamate transporter activator,1,1,1,FALSE,8,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64371,neurotransmitter transporter modulator,1,0,1,FALSE,8,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64416,EC 1.3.1.43 (arogenate dehydrogenase) inhibitor,1,1,1,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64570,EC 2.1.2.1 (glycine hydroxymethyltransferase) inhibitor,1,1,1,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64577,flour treatment agent,3,3,8,FALSE,9,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64584,uremic toxin,1,1,10,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64589,glycine receptor agonist,1,1,2,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64670,EC 1.8.1.9 (thioredoxin reductase) inhibitor,1,1,2,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64763,EC 3.1.4.11 (phosphoinositide phospholipase C) inhibitor,1,1,3,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64857,cosmetic,3,0,14,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64912,antimycobacterial drug,7,0,75,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64915,antiplasmodial drug,9,0,188,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64946,anti-HIV agent,5,0,186,FALSE,9,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64947,anti-HIV-1 agent,3,0,108,FALSE,9,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_64964,EC 1.13.11.34 (arachidonate 5-lipoxygenase) inhibitor,1,1,18,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_65053,EC 4.1.1.19 (arginine decarboxylase) inhibitor,1,1,2,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_65190,first generation antipsychotic,10,5,36,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_65191,second generation antipsychotic,5,5,19,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_65207,vascular endothelial growth factor receptor antagonist,1,1,20,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_65255,food preservative,5,0,24,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,TRUE,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_65256,antimicrobial food preservative,1,1,9,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,TRUE,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_65265,antacid,6,6,6,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_66956,antidyskinesia agent,13,9,47,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_66980,nootropic agent,3,3,4,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_66981,ophthalmology drug,12,3,33,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_66987,radiation protective agent,1,1,8,FALSE,8,,TRUE,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_66991,sympatholytic agent,10,10,14,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_66993,tocolytic agent,5,5,7,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_67079,anti-inflammatory agent,51,6,581,FALSE,9,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_67114,ryanodine receptor agonist,1,1,7,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_67198,retinoic acid receptor agonist,1,1,6,FALSE,8,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_67199,AP-1 antagonist,1,1,5,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_67200,provitamin A,1,1,3,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_67239,EC 3.2.1.20 (alpha-glucosidase) inhibitor,1,1,36,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_68542,EC 1.3.98.1 [dihydroorotate oxidase (fumarate)] inhibitor,1,1,2,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_68543,pyrimidine synthesis inhibitor,1,1,1,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
