"PK_MEDICATION_ID","SIMPLE_GENERIC_NAME","GENERIC_NAME","THERAPEUTIC_CLASS","PHARMACY_CLASS","PHARMACY_SUBCLASS","AMOUNT","FORM","FK_ROUTE_ID","CONTROLLED_MED_YN","DEA_CLASS","RECORD_STATE","SOURCE_LAST_UPDATE_DATE","SOURCE_CODE","FULL_NAME","SOURCE_ORIG_ID","FK_3M_NCID_ID","MEDICATION_COUNT"
2180240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-11-21 00:15:00,"SCM","Simvastatin 40mg PO qhs","--SIMVASTATIN 40MG PO QHS",NA,9
2180241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-13 00:15:00,"SCM","simvastatin 80 mg oral tablet","--SIMVASTATIN 80 MG ORAL TABLET",3000475951,286
2178238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-11-13 09:55:20,"SCM","simvastatin","--SIMVASTATIN",3000252824,166
2178240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-17 10:22:35,"SCM","simvastatin 20 mg oral tablet","--SIMVASTATIN 20 MG ORAL TABLET",3000271893,875
2178246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-08-26 15:13:37,"SCM","simvistatin","--SIMVISTATIN",3000252824,5
2177838,"lovastatin","lovastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","lovastatin tablet 10 mg","1748--LOVASTATIN TABLET 10 MG",3000271631,13
2179846,"pravastatin","pravastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2017-02-24 12:08:54,"SCM","pravastatin","1802--PRAVASTATIN",3000252827,127
2178717,"atorvastatin","atorvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Lipitor 40 mg tablet oral","1125--LIPITOR 40 MG TABLET ORAL",3000284910,15
2181852,"pravastatin","pravastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","pravastatin tablet 10 mg","1802--PRAVASTATIN TABLET 10 MG",15451300,17
2176883,"simvastatin","simvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","simvastatin tablet 10 mg","1995--SIMVASTATIN TABLET 10 MG",3000271892,71
2175652,"ezetimibe-simvastatin","ezetimibe-simvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2017-02-21 16:08:52,"SCM","Vytorin","148--VYTORIN",15478322,32
2178550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-27 04:16:31,"SCM","vytorin","--VYTORIN",15478322,52
2178551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-24 21:50:17,"SCM","vytorin 10/40 daily","--VYTORIN 10/40 DAILY",NA,2
2175727,"atorvastatin","atorvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2016-05-16 16:31:23,"SCM","Lipitor tablet 20 mg","1125--LIPITOR TABLET 20 MG",3000284909,740
2179775,"imipenem-cilastatin","imipenem-cilastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","imipenem-cilastatin powder for injection 500 mg-500 mg","1568--IMIPENEM-CILASTATIN POWDER FOR INJECTION 500 MG-500 MG",16433179,2
2179634,"ezetimibe-simvastatin","ezetimibe-simvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Vytorin tablet 10 mg-20 mg","148--VYTORIN TABLET 10 MG-20 MG",3000561661,104
2181613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-05-23 00:15:00,"SCM","Zocor 20 mg oral tablet","--ZOCOR 20 MG ORAL TABLET",3000271893,184
2179542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-14 00:15:00,"SCM","Vytorin 10 mg-20 mg oral tablet","--VYTORIN 10 MG-20 MG ORAL TABLET",3000561661,38
2181714,"atorvastatin","atorvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","atorvastatin tablet 10 mg","1125--ATORVASTATIN TABLET 10 MG",15571542,217
2181640,"ezetimibe-simvastatin","ezetimibe-simvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Vytorin tablet 10 mg-40 mg","148--VYTORIN TABLET 10 MG-40 MG",3000561659,156
2181548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-14 00:15:00,"SCM","Vytorin 10 mg-40 mg oral tablet","--VYTORIN 10 MG-40 MG ORAL TABLET",3000561659,57
2176743,"nystatin topical","nystatin topical",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","nystatin topical cream 100000 u/gm","1408--NYSTATIN TOPICAL CREAM 100000 U/GM",15150694,51
2176839,"lovastatin","lovastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","lovastatin tablet, extended release 40 mg","1748--LOVASTATIN TABLET, EXTENDED RELEASE 40 MG",15503431,34
2182715,"atorvastatin","atorvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","atorvastatin tablet 40 mg","1125--ATORVASTATIN TABLET 40 MG",15571540,163
2179732,"rosuvastatin","rosuvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Crestor tablet 20 mg","1441--CRESTOR TABLET 20 MG",3000543438,27
2182643,"nystatin","nystatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","nystatin lozenge 200000 u","193--NYSTATIN LOZENGE 200000 U",15470050,6
2182549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-24 21:50:17,"SCM","vytorin 10/20 mg daily","--VYTORIN 10/20 MG DAILY",NA,2
2181738,"rosuvastatin","rosuvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Crestor tablet 40 mg","1441--CRESTOR TABLET 40 MG",3000543437,15
2175845,"lovastatin","lovastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","lovastatin tablet 20 mg","1748--LOVASTATIN TABLET 20 MG",3000263751,46
2181684,"nystatin-triamcinolone topical","nystatin-triamcinolone topical",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","nystatin-triamcinolone topical cream 100000 u/gm-0.1%","725--NYSTATIN-TRIAMCINOLONE TOPICAL CREAM 100000 U/GM-0.1%",16432256,8
2177618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-24 21:50:17,"SCM","zocor 10mg daily","--ZOCOR 10MG DAILY",NA,2
2177645,"ezetimibe-simvastatin","ezetimibe-simvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","ezetimibe-simvastatin tablet 10 mg-80 mg","148--EZETIMIBE-SIMVASTATIN TABLET 10 MG-80 MG",3000561660,3
2182738,"nystatin topical","nystatin topical",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","nystatin topical ointment 100000 u/gm","1408--NYSTATIN TOPICAL OINTMENT 100000 U/GM",15155824,19
2179827,"lovastatin","lovastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","lovastatin tablet, extended release 10 mg","1748--LOVASTATIN TABLET, EXTENDED RELEASE 10 MG",15561732,5
2176720,"atorvastatin","atorvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","atorvastatin tablet 20 mg","1125--ATORVASTATIN TABLET 20 MG",15571541,229
2175625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-24 21:50:17,"SCM","zocor 20 daily","--ZOCOR 20 DAILY",NA,6
2175627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-14 00:15:00,"SCM","Zocor 80 mg oral tablet","--ZOCOR 80 MG ORAL TABLET",3000475951,57
2181833,"lovastatin","lovastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","lovastatin tablet, extended release 20 mg","1748--LOVASTATIN TABLET, EXTENDED RELEASE 20 MG",15163135,30
2180664,"fluvastatin","fluvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","fluvastatin tablet, extended release 80 mg","442--FLUVASTATIN TABLET, EXTENDED RELEASE 80 MG",15561735,4
2179607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-24 21:50:17,"SCM","zocor 20 mg","--ZOCOR 20 MG",15102319,3
2179609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-07-18 00:15:00,"SCM","zocor 80 mg.","--ZOCOR 80 MG.",15102322,2
2176618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-16 19:11:59,"SCM","zocor","--ZOCOR",3000252824,119
2178667,"fluvastatin","fluvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Lescol XL tablet, extended release 80 mg","442--LESCOL XL TABLET, EXTENDED RELEASE 80 MG",15155213,40
2176648,"nystatin","nystatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","nystatin capsule 500000 u","193--NYSTATIN CAPSULE 500000 U",3000266691,14
2176858,"pravastatin","pravastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","pravastatin tablet 20 mg","1802--PRAVASTATIN TABLET 20 MG",15451301,77
2177720,"atorvastatin","atorvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Lipitor 80 mg tablet oral","1125--LIPITOR 80 MG TABLET ORAL",3000515431,3
2177883,"simvastatin","simvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2016-05-16 16:31:23,"SCM","Zocor tablet 40 mg","1995--ZOCOR TABLET 40 MG",3000271894,555
2180613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-07-18 09:35:58,"SCM","zocor 20 mg.","--ZOCOR 20 MG.",15102319,2
2180714,"atorvastatin","atorvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Lipitor 20 mg tablet oral","1125--LIPITOR 20 MG TABLET ORAL",3000284909,6
2180642,"nystatin","nystatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","nystatin tablet 500000 u","193--NYSTATIN TABLET 500000 U",3000266700,8
2178615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-14 00:15:00,"SCM","Zocor 10 mg oral tablet","--ZOCOR 10 MG ORAL TABLET",3000271892,56
2178616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-07-25 00:15:00,"SCM","Zocor 20mg","--ZOCOR 20MG",15102319,2
2189074,"simvastatin","simvastatin 10 mg tablet",NA,NA,NA,"10 mg","tablet",10700,NA,NA,"Active",2017-03-03 10:07:38,"SCM","Zocor 10 mg oral tablet","1995-2259-ZOCOR 10 MG ORAL TABLET",3000271892,539
2189075,"simvastatin","simvastatin 20 mg tablet",NA,NA,NA,"20 mg","tablet",10700,NA,NA,"Active",2016-03-25 16:13:12,"SCM","Zocor 20 mg tablet oral","1995-2260-ZOCOR 20 MG TABLET ORAL",3000271893,217
2189076,"simvastatin","simvastatin 5 mg tablet",NA,NA,NA,"5 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","simvastatin tablet 5 mg","1995-2262-SIMVASTATIN TABLET 5 MG",3000271891,28
2190080,"simvastatin","simvastatin 20 mg tablet",NA,NA,NA,"20 mg","tablet",10700,NA,NA,"Active",2013-05-02 00:15:01,"SCM","simvastatin","1995-2260-SIMVASTATIN",3000271893,3
2190082,"simvastatin","simvastatin 5 mg tablet",NA,NA,NA,"5 mg","tablet",10700,NA,NA,"Active",2016-10-29 20:01:02,"SCM","Zocor 5 mg oral tablet","1995-2262-ZOCOR 5 MG ORAL TABLET",3000271891,53
5359832,"Fluvastatin Sodium","Fluvastatin Sodium","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,NA,NA,"EPIC","LESCOL XL PO","122597",16433816,8
2176913,"lovastatin-niacin","lovastatin-niacin",NA,NA,NA,NA,NA,NA,NA,NA,"Deleted",2012-02-24 21:50:17,"SCM","Advicor tablet 20 mg-500 mg","2299--ADVICOR TABLET 20 MG-500 MG",15583358,10
2182853,"pravastatin","pravastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","pravastatin tablet 40 mg","1802--PRAVASTATIN TABLET 40 MG",15571529,105
5363823,"Nystatin","Nystatin","Topical Products","Dermatological","Antifungals - Topical",NA,NA,8429,NA,NA,NA,NA,"EPIC","MYCOSTATIN EX","124400",NA,13
2176995,"octreotide","octreotide 30 mg powder for injection, extended release",NA,NA,NA,"30 mg","powder for injection, extended release",10672,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Sandostatin LAR Depot powder for injection 30 mg","1822-1103-SANDOSTATIN LAR DEPOT POWDER FOR INJECTION 30 MG",16532508,13
2176966,"octreotide","octreotide 50 mcg/mL solution",NA,NA,NA,"50 mcg/mL","solution",10911,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Sandostatin solution 50 mcg/mL","1822-663-SANDOSTATIN SOLUTION 50 MCG/ML",15565898,2
2182878,"simvastatin","simvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2014-05-21 17:13:01,"SCM","simvastatin tablet 20 mg","1995--SIMVASTATIN TABLET 20 MG",15258423,245
2180856,"octreotide","octreotide",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Sandostatin solution 1000 mcg/ml","1822--SANDOSTATIN SOLUTION 1000 MCG/ML",15565894,2
2182934,"nystatin","nystatin 150000000 units powder",NA,NA,NA,"150000000 units","powder",10910,NA,NA,"Active",2011-10-28 00:15:00,"SCM","nystatin 150,000,000 units compounding powder","193-210-NYSTATIN 150,000,000 UNITS COMPOUNDING POWDER",3000287922,4
2180877,"simvastatin","simvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2013-09-01 00:15:00,"SCM","simvastatin tablet 40 mg","1995--SIMVASTATIN TABLET 40 MG",3000271894,311
2180911,"amLODIPine-atorvastatin","amLODIPine-atorvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","amlodipine-atorvastatin tablet 10 mg-20 mg","2380--AMLODIPINE-ATORVASTATIN TABLET 10 MG-20 MG",3000714800,2
2178880,"simvastatin","simvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Zocor tablet 10 mg","1995--ZOCOR TABLET 10 MG",3000271892,104
2177917,"amLODIPine-atorvastatin","amLODIPine-atorvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Caduet tablet 10 mg-40 mg","2380--CADUET TABLET 10 MG-40 MG",15572449,2
2185085,"simvastatin","simvastatin 80 mg tablet",NA,NA,NA,"80 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","simvastatin","1995-2258-SIMVASTATIN",3000475951,2
2185086,"simvastatin","simvastatin 20 mg tablet",NA,NA,NA,"20 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","simvastatin 20 mg tablet oral","1995-2260-SIMVASTATIN 20 MG TABLET ORAL",3000271893,33
2185087,"simvastatin","simvastatin 40 mg tablet",NA,NA,NA,"40 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","simvastatin 40 mg tablet oral","1995-2261-SIMVASTATIN 40 MG TABLET ORAL",3000271894,44
2185088,"simvastatin","simvastatin 5 mg tablet",NA,NA,NA,"5 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Zocor 5 mg tablet oral","1995-2262-ZOCOR 5 MG TABLET ORAL",3000271891,2
2178936,"nystatin","nystatin 2000000000 units powder",NA,NA,NA,"2000000000 units","powder",10910,NA,NA,"Active",2013-12-15 00:15:01,"SCM","Bio-Statin 2,000,000,000 units compounding powder","193-211-BIO-STATIN 2,000,000,000 UNITS COMPOUNDING POWDER",16533903,2
2175924,"amLODIPine-atorvastatin","amLODIPine-atorvastatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Caduet tablet 5 mg-10 mg","2380--CADUET TABLET 5 MG-10 MG",15572451,11
2181907,"lovastatin-niacin","lovastatin-niacin",NA,NA,NA,NA,NA,NA,NA,NA,"Deleted",2012-02-24 21:50:17,"SCM","Advicor tablet 20 mg-1000 mg","2299--ADVICOR TABLET 20 MG-1000 MG",15583357,3
2184085,"simvastatin","simvastatin 10 mg tablet",NA,NA,NA,"10 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","simvastatin 10 mg tablet oral","1995-2259-SIMVASTATIN 10 MG TABLET ORAL",3000271892,7
2184087,"simvastatin","simvastatin 40 mg tablet",NA,NA,NA,"40 mg","tablet",10700,NA,NA,"Active",2012-06-07 00:15:00,"SCM","Zocor tablet 40 mg","1995-2261-ZOCOR TABLET 40 MG",3000271894,287
2180971,"imipenem-cilastatin","imipenem-cilastatin 250 mg-250 mg powder for injection",NA,NA,NA,"250 mg-250 mg","powder for injection",10911,NA,NA,"Active",2015-11-14 10:58:25,"SCM","imipenem-cilastatin 250 mg injection","1568-802-IMIPENEM-CILASTATIN 250 MG INJECTION",16433177,8
2176940,"nystatin","nystatin 500000000 units powder",NA,NA,NA,"500000000 units","powder",10910,NA,NA,"Active",2012-08-25 00:15:00,"SCM","nystatin 500,000,000 units compounding powder","193-224-NYSTATIN 500,000,000 UNITS COMPOUNDING POWDER",16534021,13
2183092,"simvastatin","simvastatin 10 mg tablet",NA,NA,NA,"10 mg","tablet",10700,NA,NA,"Active",2013-03-13 00:15:00,"SCM","simvastatin tablet 10 mg","1995-2259-SIMVASTATIN TABLET 10 MG",3000271892,335
2183093,"simvastatin","simvastatin 20 mg tablet",NA,NA,NA,"20 mg","tablet",10700,NA,NA,"Active",2017-02-26 15:18:29,"SCM","Zocor 20 mg oral tablet","1995-2260-ZOCOR 20 MG ORAL TABLET",3000271893,1519
2183094,"simvastatin","simvastatin 5 mg tablet",NA,NA,NA,"5 mg","tablet",10700,NA,NA,"Active",2017-02-28 13:46:22,"SCM","simvastatin 5 mg oral tablet","1995-2262-SIMVASTATIN 5 MG ORAL TABLET",3000271891,294
5358829,"Fluvastatin Sodium","Fluvastatin Sodium","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,NA,NA,"EPIC","LESCOL PO","122596",16433816,55
2186082,"simvastatin","simvastatin 10 mg tablet",NA,NA,NA,"10 mg","tablet",10700,NA,NA,"Active",2017-03-03 14:07:08,"SCM","simvastatin 10 mg oral tablet","1995-2259-SIMVASTATIN 10 MG ORAL TABLET",3000271892,3299
2186083,"simvastatin","simvastatin 20 mg tablet",NA,NA,NA,"20 mg","tablet",10700,NA,NA,"Active",2017-01-26 13:46:34,"SCM","simvastatin tablet 20 mg","1995-2260-SIMVASTATIN TABLET 20 MG",3000271893,1104
2186084,"simvastatin","simvastatin 40 mg tablet",NA,NA,NA,"40 mg","tablet",10700,NA,NA,"Active",2016-01-30 11:31:31,"SCM","Zocor 40 mg tablet oral","1995-2261-ZOCOR 40 MG TABLET ORAL",3000271894,113
2183001,"octreotide","octreotide 10 mg powder for injection, extended release",NA,NA,NA,"10 mg","powder for injection, extended release",10672,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Sandostatin LAR Depot powder for injection 10 mg","1822-1101-SANDOSTATIN LAR DEPOT POWDER FOR INJECTION 10 MG",15266383,3
2179927,"nystatin","nystatin 150000000 units powder",NA,NA,NA,"150000000 units","powder",10910,NA,NA,"Active",2013-10-06 12:37:05,"SCM","Bio-Statin 150,000,000 units compounding powder","193-210-BIO-STATIN 150,000,000 UNITS COMPOUNDING POWDER",3000287922,5
2179954,"octreotide","octreotide 50 mcg/mL solution",NA,NA,NA,"50 mcg/mL","solution",10911,NA,NA,"Active",2017-03-03 17:20:01,"SCM","Sandostatin 50 mcg/mL injectable solution","1822-663-SANDOSTATIN 50 MCG/ML INJECTABLE SOLUTION",15565898,7
2185247,"atorvastatin","atorvastatin 40 mg tablet",NA,NA,NA,"40 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Lipitor tablet 40 mg","1125-3085-LIPITOR TABLET 40 MG",3000284910,443
2185248,"atorvastatin","atorvastatin 20 mg tablet",NA,NA,NA,"20 mg","tablet",10700,NA,NA,"Active",2011-02-22 00:47:53,"SCM","Lipitor","1125-3088-LIPITOR",3000284909,2
2188080,"simvastatin","simvastatin 80 mg tablet",NA,NA,NA,"80 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","simvastatin 80 mg tablet oral","1995-2258-SIMVASTATIN 80 MG TABLET ORAL",3000475951,10
2188083,"simvastatin","simvastatin 5 mg tablet",NA,NA,NA,"5 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Zocor tablet 5 mg","1995-2262-ZOCOR TABLET 5 MG",3000271891,13
2186244,"atorvastatin","atorvastatin 10 mg tablet",NA,NA,NA,"10 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","atorvastatin 10 mg tablet oral","1125-3087-ATORVASTATIN 10 MG TABLET ORAL",15571542,28
2186245,"atorvastatin","atorvastatin 20 mg tablet",NA,NA,NA,"20 mg","tablet",10700,NA,NA,"Active",2016-11-08 08:45:13,"SCM","Lipitor 20 mg tablet oral","1125-3088-LIPITOR 20 MG TABLET ORAL",3000284909,188
2189275,"rosuvastatin","rosuvastatin 10 mg tablet",NA,NA,NA,"10 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Crestor tablet 10 mg","1441-3262-CRESTOR TABLET 10 MG",3000543439,346
2189276,"rosuvastatin","rosuvastatin 5 mg tablet",NA,NA,NA,"5 mg","tablet",10700,NA,NA,"Active",2017-03-03 18:52:34,"SCM","rosuvastatin 5 mg oral tablet","1441-3264-ROSUVASTATIN 5 MG ORAL TABLET",15573240,757
2187079,"simvastatin","simvastatin 80 mg tablet",NA,NA,NA,"80 mg","tablet",10700,NA,NA,"Active",2013-07-19 15:57:50,"SCM","simvastatin tablet 80 mg","1995-2258-SIMVASTATIN TABLET 80 MG",3000475951,556
2187081,"simvastatin","simvastatin 40 mg tablet",NA,NA,NA,"40 mg","tablet",10700,NA,NA,"Active",2016-05-06 14:06:10,"SCM","simvastatin tablet 40 mg","1995-2261-SIMVASTATIN TABLET 40 MG",3000271894,1358
2184286,"rosuvastatin","rosuvastatin 40 mg tablet",NA,NA,NA,"40 mg","tablet",10700,NA,NA,"Active",2017-03-01 01:37:32,"SCM","Crestor 40 mg oral tablet","1441-3261-CRESTOR 40 MG ORAL TABLET",3000543437,1165
2184287,"rosuvastatin","rosuvastatin 5 mg tablet",NA,NA,NA,"5 mg","tablet",10700,NA,NA,"Active",2017-03-03 06:47:06,"SCM","Crestor 5 mg oral tablet","1441-3264-CRESTOR 5 MG ORAL TABLET",3000549185,1812
2183293,"rosuvastatin","rosuvastatin 10 mg tablet",NA,NA,NA,"10 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Crestor 10 mg tablet oral","1441-3262-CRESTOR 10 MG TABLET ORAL",3000543439,15
2183294,"rosuvastatin","rosuvastatin 5 mg tablet",NA,NA,NA,"5 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Crestor tablet 5 mg","1441-3264-CRESTOR TABLET 5 MG",3000549185,152
2190281,"rosuvastatin","rosuvastatin 10 mg tablet",NA,NA,NA,"10 mg","tablet",10700,NA,NA,"Active",2017-03-03 14:15:21,"SCM","rosuvastatin 10 mg oral tablet","1441-3262-ROSUVASTATIN 10 MG ORAL TABLET",15156055,1277
2190282,"rosuvastatin","rosuvastatin 5 mg tablet",NA,NA,NA,"5 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","rosuvastatin tablet 5 mg","1441-3264-ROSUVASTATIN TABLET 5 MG",15573240,26
2189236,"atorvastatin","atorvastatin 10 mg tablet",NA,NA,NA,"10 mg","tablet",10700,NA,NA,"Active",2013-06-13 14:36:49,"SCM","Lipitor tablet 10 mg","1125-3087-LIPITOR TABLET 10 MG",3000284908,525
2190241,"atorvastatin","atorvastatin 40 mg tablet",NA,NA,NA,"40 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","atorvastatin 40 mg tablet oral","1125-3085-ATORVASTATIN 40 MG TABLET ORAL",15571540,21
2190242,"atorvastatin","atorvastatin 20 mg tablet",NA,NA,NA,"20 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","atorvastatin 20 mg tablet oral","1125-3088-ATORVASTATIN 20 MG TABLET ORAL",15571541,39
2185287,"rosuvastatin","rosuvastatin 10 mg tablet",NA,NA,NA,"10 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","rosuvastatin tablet 10 mg","1441-3262-ROSUVASTATIN TABLET 10 MG",15156055,44
2188242,"atorvastatin","atorvastatin 80 mg tablet",NA,NA,NA,"80 mg","tablet",10700,NA,NA,"Active",2017-03-03 21:54:45,"SCM","atorvastatin 80 mg oral tablet","1125-3086-ATORVASTATIN 80 MG ORAL TABLET",15571539,8405
2187241,"atorvastatin","atorvastatin 80 mg tablet",NA,NA,NA,"80 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","atorvastatin 80 mg tablet oral","1125-3086-ATORVASTATIN 80 MG TABLET ORAL",15571539,15
2187242,"atorvastatin","atorvastatin 20 mg tablet",NA,NA,NA,"20 mg","tablet",10700,NA,NA,"Active",2017-03-03 17:27:47,"SCM","Lipitor 20 mg oral tablet","1125-3088-LIPITOR 20 MG ORAL TABLET",3000284909,3401
2187281,"rosuvastatin","rosuvastatin 20 mg tablet",NA,NA,NA,"20 mg","tablet",10700,NA,NA,"Active",2012-02-24 21:50:17,"SCM","Crestor tablet 20 mg","1441-3263-CRESTOR TABLET 20 MG",3000543438,159
2184247,"atorvastatin","atorvastatin 10 mg tablet",NA,NA,NA,"10 mg","tablet",10700,NA,NA,"Active",2011-02-22 00:47:53,"SCM","Lipitor","1125-3087-LIPITOR",3000284908,3
2183254,"atorvastatin","atorvastatin 10 mg tablet",NA,NA,NA,"10 mg","tablet",10700,NA,NA,"Active",2017-03-03 14:57:11,"SCM","Lipitor 10 mg oral tablet","1125-3087-LIPITOR 10 MG ORAL TABLET",3000284908,3218
2188282,"rosuvastatin","rosuvastatin 20 mg tablet",NA,NA,NA,"20 mg","tablet",10700,NA,NA,"Active",2011-02-22 00:47:53,"SCM","Crestor","1441-3263-CRESTOR",3000543438,2
2189374,"pravastatin","pravastatin 20 mg tablet",NA,NA,NA,"20 mg","tablet",10700,NA,NA,"Active",2017-03-01 04:36:07,"SCM","Pravachol 20 mg oral tablet","1802-3904-PRAVACHOL 20 MG ORAL TABLET",3000271686,1242
