PK_MEDICATION_ID,SIMPLE_GENERIC_NAME,GENERIC_NAME,THERAPEUTIC_CLASS,PHARMACY_CLASS,PHARMACY_SUBCLASS,AMOUNT,FORM,FK_ROUTE_ID,CONTROLLED_MED_YN,DEA_CLASS,RECORD_STATE,SOURCE_LAST_UPDATE_DATE,SOURCE_CODE,statin_curation,FULL_NAME,SOURCE_ORIG_ID,FK_3M_NCID_ID,MEDICATION_COUNT
2172506,lovastatin-niacin,"lovastatin-niacin 20 mg-500 mg tablet, extended release",NA,NA,NA,20 mg-500 mg,"tablet, extended release",10700,NA,NA,Active,2/22/11 0:47,SCM,TRUE,Advicor 500 mg-20 mg oral tablet,2299-5484-ADVICOR 500 MG-20 MG ORAL TABLET,3000531921,4
2450005,lovastatin-niacin,"lovastatin-niacin 20 mg-500 mg tablet, extended release",NA,NA,NA,20 mg-500 mg,"tablet, extended release",10700,NA,NA,Active,1/17/14 0:15,SCM,TRUE,"Advicor 500 mg-20 mg oral tablet, extended release","2299-5484-ADVICOR 500 MG-20 MG ORAL TABLET, EXTENDED RELEASE",3000531921,16
2227001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/18/12 0:15,SCM,TRUE,"Advicor 500 mg-20 mg oral tablet, extended release","--ADVICOR 500 MG-20 MG ORAL TABLET, EXTENDED RELEASE",3000531921,4
2183678,lovastatin-niacin,"lovastatin-niacin 20 mg-750 mg tablet, extended release",NA,NA,NA,20 mg-750 mg,"tablet, extended release",10700,NA,NA,Active,2/22/11 0:47,SCM,TRUE,Advicor 750 mg-20 mg oral tablet,2299-5485-ADVICOR 750 MG-20 MG ORAL TABLET,3000531920,2
2181907,lovastatin-niacin,lovastatin-niacin,NA,NA,NA,NA,NA,NA,NA,NA,Deleted,2/24/12 21:50,SCM,TRUE,Advicor tablet 20 mg-1000 mg,2299--ADVICOR TABLET 20 MG-1000 MG,15583357,3
2176913,lovastatin-niacin,lovastatin-niacin,NA,NA,NA,NA,NA,NA,NA,NA,Deleted,2/24/12 21:50,SCM,TRUE,Advicor tablet 20 mg-500 mg,2299--ADVICOR TABLET 20 MG-500 MG,15583358,10
2187665,lovastatin-niacin,"lovastatin-niacin 20 mg-500 mg tablet, extended release",NA,NA,NA,20 mg-500 mg,"tablet, extended release",10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,Advicor tablet 20 mg-500 mg,2299-5484-ADVICOR TABLET 20 MG-500 MG,3000531921,5
2168519,lovastatin-niacin,"lovastatin-niacin 20 mg-1000 mg tablet, extended release",NA,NA,NA,20 mg-1000 mg,"tablet, extended release",10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,"Advicor tablet, extended release 20 mg-1000 mg","2299-5486-ADVICOR TABLET, EXTENDED RELEASE 20 MG-1000 MG",3000531919,3
2171509,lovastatin-niacin,"lovastatin-niacin 20 mg-500 mg tablet, extended release",NA,NA,NA,20 mg-500 mg,"tablet, extended release",10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,"Advicor tablet, extended release 20 mg-500 mg","2299-5484-ADVICOR TABLET, EXTENDED RELEASE 20 MG-500 MG",3000531921,4
2178009,lovastatin-niacin,"lovastatin-niacin 40 mg-1000 mg tablet, extended release",NA,NA,NA,40 mg-1000 mg,"tablet, extended release",10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,"Advicor tablet, extended release 40 mg-1000 mg","2299-7849-ADVICOR TABLET, EXTENDED RELEASE 40 MG-1000 MG",3000594680,3
2173501,lovastatin,"lovastatin 10 mg tablet, extended release",NA,NA,NA,10 mg,"tablet, extended release",10700,NA,NA,Active,9/5/08 13:33,SCM,TRUE,"Altocor 10 mg oral tablet, extended release","1748-5450-ALTOCOR 10 MG ORAL TABLET, EXTENDED RELEASE",15561732,3
2171503,lovastatin,"lovastatin 20 mg tablet, extended release",NA,NA,NA,20 mg,"tablet, extended release",10700,NA,NA,Active,2/22/11 0:47,SCM,TRUE,"Altocor 20 mg oral tablet, extended release","1748-5451-ALTOCOR 20 MG ORAL TABLET, EXTENDED RELEASE",15163135,19
2187661,lovastatin,"lovastatin 40 mg tablet, extended release",NA,NA,NA,40 mg,"tablet, extended release",10700,NA,NA,Active,2/22/11 0:47,SCM,TRUE,"Altocor 40 mg oral tablet, extended release","1748-5452-ALTOCOR 40 MG ORAL TABLET, EXTENDED RELEASE",15503431,29
2169507,lovastatin,"lovastatin 60 mg tablet, extended release",NA,NA,NA,60 mg,"tablet, extended release",10700,NA,NA,Active,2/22/11 0:47,SCM,TRUE,"Altocor 60 mg oral tablet, extended release","1748-5453-ALTOCOR 60 MG ORAL TABLET, EXTENDED RELEASE",15155549,3
2189655,lovastatin,"lovastatin 20 mg tablet, extended release",NA,NA,NA,20 mg,"tablet, extended release",10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,"Altocor tablet, extended release 20 mg","1748-5451-ALTOCOR TABLET, EXTENDED RELEASE 20 MG",15163135,4
2168513,lovastatin,"lovastatin 40 mg tablet, extended release",NA,NA,NA,40 mg,"tablet, extended release",10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,"Altocor tablet, extended release 40 mg","1748-5452-ALTOCOR TABLET, EXTENDED RELEASE 40 MG",15503431,8
2190661,lovastatin,"lovastatin 20 mg tablet, extended release",NA,NA,NA,20 mg,"tablet, extended release",10700,NA,NA,Active,8/13/13 11:29,SCM,TRUE,"Altoprev 20 mg oral tablet, extended release","1748-5451-ALTOPREV 20 MG ORAL TABLET, EXTENDED RELEASE",15163135,55
3910022,lovastatin,"lovastatin 20 mg tablet, extended release",NA,NA,NA,20 mg,"tablet, extended release",10700,NA,NA,Active,1/22/13 0:15,SCM,TRUE,"Altoprev 20 mg tablet, extended release","1748-5451-ALTOPREV 20 MG TABLET, EXTENDED RELEASE",15163135,4
2186664,lovastatin,"lovastatin 40 mg tablet, extended release",NA,NA,NA,40 mg,"tablet, extended release",10700,NA,NA,Active,10/1/16 14:30,SCM,TRUE,"Altoprev 40 mg oral tablet, extended release","1748-5452-ALTOPREV 40 MG ORAL TABLET, EXTENDED RELEASE",15503431,30
4522006,lovastatin,"lovastatin 40 mg tablet, extended release",NA,NA,NA,40 mg,"tablet, extended release",10700,NA,NA,Active,7/30/12 0:15,SCM,TRUE,"Altoprev 40 mg tablet, extended release","1748-5452-ALTOPREV 40 MG TABLET, EXTENDED RELEASE",15503431,8
2172501,lovastatin,"lovastatin 60 mg tablet, extended release",NA,NA,NA,60 mg,"tablet, extended release",10700,NA,NA,Active,12/14/13 0:15,SCM,TRUE,"Altoprev 60 mg oral tablet, extended release","1748-5453-ALTOPREV 60 MG ORAL TABLET, EXTENDED RELEASE",15155549,9
2221020,lovastatin,"lovastatin 20 mg tablet, extended release",NA,NA,NA,20 mg,"tablet, extended release",10700,NA,NA,Active,2/22/11 0:47,SCM,TRUE,"Altoprev tablet, extended release 20 mg","1748-5451-ALTOPREV TABLET, EXTENDED RELEASE 20 MG",15163135,5
2160192,lovastatin,lovastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,TRUE,"Altoprev tablet, extended release 40 mg","1748--ALTOPREV TABLET, EXTENDED RELEASE 40 MG",15503431,2
2170495,lovastatin,"lovastatin 40 mg tablet, extended release",NA,NA,NA,40 mg,"tablet, extended release",10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,"Altoprev tablet, extended release 40 mg","1748-5452-ALTOPREV TABLET, EXTENDED RELEASE 40 MG",15503431,3
2166174,lovastatin,lovastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,TRUE,"Altoprev tablet, extended release 60 mg","1748--ALTOPREV TABLET, EXTENDED RELEASE 60 MG",15155549,2
2167507,lovastatin,"lovastatin 60 mg tablet, extended release",NA,NA,NA,60 mg,"tablet, extended release",10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,"Altoprev tablet, extended release 60 mg","1748-5453-ALTOPREV TABLET, EXTENDED RELEASE 60 MG",15155549,3
7295012,amLODIPine-atorvastatin,amLODIPine-atorvastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,11/7/15 5:15,SCM,TRUE,amlodipine-atorvastatin,2380--AMLODIPINE-ATORVASTATIN,15270968,3
2169384,amLODIPine-atorvastatin,amLODIPine-atorvastatin 10 mg-10 mg tablet,NA,NA,NA,10 mg-10 mg,tablet,10700,NA,NA,Active,1/26/17 10:53,SCM,TRUE,amLODIPine-atorvastatin 10 mg-10 mg oral tablet,2380-5001-AMLODIPINE-ATORVASTATIN 10 MG-10 MG ORAL TABLET,15572448,44
3786012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/6/11 11:51,SCM,TRUE,amlodipine-atorvastatin 10 mg-10 mg oral tablet,--AMLODIPINE-ATORVASTATIN 10 MG-10 MG ORAL TABLET,15572448,3
2171381,amLODIPine-atorvastatin,amLODIPine-atorvastatin 10 mg-20 mg tablet,NA,NA,NA,10 mg-20 mg,tablet,10700,NA,NA,Active,7/12/16 16:05,SCM,TRUE,amlodipine-atorvastatin 10 mg-20 mg oral tablet,2380-5002-AMLODIPINE-ATORVASTATIN 10 MG-20 MG ORAL TABLET,15572447,48
4797010,amLODIPine-atorvastatin,amLODIPine-atorvastatin 10 mg-20 mg tablet,NA,NA,NA,10 mg-20 mg,tablet,10700,NA,NA,Active,1/19/13 0:15,SCM,TRUE,amLODIPine-atorvastatin 10 mg-20 mg tablet,2380-5002-AMLODIPINE-ATORVASTATIN 10 MG-20 MG TABLET,15572447,3
2173378,amLODIPine-atorvastatin,amLODIPine-atorvastatin 10 mg-40 mg tablet,NA,NA,NA,10 mg-40 mg,tablet,10700,NA,NA,Active,10/29/16 14:42,SCM,TRUE,amlodipine-atorvastatin 10 mg-40 mg oral tablet,2380-4997-AMLODIPINE-ATORVASTATIN 10 MG-40 MG ORAL TABLET,15572449,35
3875016,amLODIPine-atorvastatin,amLODIPine-atorvastatin 10 mg-40 mg tablet,NA,NA,NA,10 mg-40 mg,tablet,10700,NA,NA,Active,7/23/12 0:15,SCM,TRUE,amlodipine-atorvastatin 10 mg-40 mg tablet,2380-4997-AMLODIPINE-ATORVASTATIN 10 MG-40 MG TABLET,15572449,2
2183588,amLODIPine-atorvastatin,amLODIPine-atorvastatin 10 mg-80 mg tablet,NA,NA,NA,10 mg-80 mg,tablet,10700,NA,NA,Active,12/25/15 19:11,SCM,TRUE,amlodipine-atorvastatin 10 mg-80 mg oral tablet,2380-4998-AMLODIPINE-ATORVASTATIN 10 MG-80 MG ORAL TABLET,15572450,11
8947051,amLODIPine-atorvastatin,amLODIPine-atorvastatin 2.5 mg-10 mg tablet,NA,NA,NA,2.5 mg-10 mg,tablet,10700,NA,NA,Active,8/15/16 9:27,SCM,TRUE,amLODIPine-atorvastatin 2.5 mg-10 mg oral tablet,2380-7727-AMLODIPINE-ATORVASTATIN 2.5 MG-10 MG ORAL TABLET,3000568589,5
2190576,amLODIPine-atorvastatin,amLODIPine-atorvastatin 5 mg-10 mg tablet,NA,NA,NA,5 mg-10 mg,tablet,10700,NA,NA,Active,2/27/17 13:47,SCM,TRUE,amLODIPine-atorvastatin 5 mg-10 mg oral tablet,2380-4999-AMLODIPINE-ATORVASTATIN 5 MG-10 MG ORAL TABLET,15572451,33
3908002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/16/12 13:32,SCM,TRUE,amlodipine-atorvastatin 5 mg-10 mg oral tablet,--AMLODIPINE-ATORVASTATIN 5 MG-10 MG ORAL TABLET,15572451,4
4443034,amLODIPine-atorvastatin,amLODIPine-atorvastatin 5 mg-10 mg tablet,NA,NA,NA,5 mg-10 mg,tablet,10700,NA,NA,Active,8/19/12 0:15,SCM,TRUE,amLODIPine-atorvastatin 5 mg-10 mg tablet,2380-4999-AMLODIPINE-ATORVASTATIN 5 MG-10 MG TABLET,15572451,4
2168390,amLODIPine-atorvastatin,amLODIPine-atorvastatin 5 mg-20 mg tablet,NA,NA,NA,5 mg-20 mg,tablet,10700,NA,NA,Active,2/20/17 20:51,SCM,TRUE,amlodipine-atorvastatin 5 mg-20 mg oral tablet,2380-5000-AMLODIPINE-ATORVASTATIN 5 MG-20 MG ORAL TABLET,15572452,44
4371005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/11 0:15,SCM,TRUE,amlodipine-atorvastatin 5 mg-20 mg oral tablet,--AMLODIPINE-ATORVASTATIN 5 MG-20 MG ORAL TABLET,15572452,2
5954090,amLODIPine-atorvastatin,amLODIPine-atorvastatin 5 mg-20 mg tablet,NA,NA,NA,5 mg-20 mg,tablet,10700,NA,NA,Active,2/15/13 14:37,SCM,TRUE,amLODIPine-atorvastatin 5 mg-20 mg tablet,2380-5000-AMLODIPINE-ATORVASTATIN 5 MG-20 MG TABLET,15572452,3
2189569,amLODIPine-atorvastatin,amLODIPine-atorvastatin 5 mg-40 mg tablet,NA,NA,NA,5 mg-40 mg,tablet,10700,NA,NA,Active,4/29/16 0:42,SCM,TRUE,amLODIPine-atorvastatin 5 mg-40 mg oral tablet,2380-4995-AMLODIPINE-ATORVASTATIN 5 MG-40 MG ORAL TABLET,15572453,19
2185581,amLODIPine-atorvastatin,amLODIPine-atorvastatin 5 mg-80 mg tablet,NA,NA,NA,5 mg-80 mg,tablet,10700,NA,NA,Active,7/29/16 14:13,SCM,TRUE,amLODIPine-atorvastatin 5 mg-80 mg oral tablet,2380-4996-AMLODIPINE-ATORVASTATIN 5 MG-80 MG ORAL TABLET,15572455,3
14714970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EPIC,TRUE,AMLODIPINE-ATORVASTATIN 5-10 COMBO DOSE (INP),4080043,NA,4
2173379,amLODIPine-atorvastatin,amLODIPine-atorvastatin 10 mg-10 mg tablet,NA,NA,NA,10 mg-10 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,amlodipine-atorvastatin tablet 10 mg-10 mg,2380-5001-AMLODIPINE-ATORVASTATIN TABLET 10 MG-10 MG,15572448,3
2180911,amLODIPine-atorvastatin,amLODIPine-atorvastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,TRUE,amlodipine-atorvastatin tablet 10 mg-20 mg,2380--AMLODIPINE-ATORVASTATIN TABLET 10 MG-20 MG,3000714800,2
2183589,amLODIPine-atorvastatin,amLODIPine-atorvastatin 10 mg-20 mg tablet,NA,NA,NA,10 mg-20 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,amlodipine-atorvastatin tablet 10 mg-20 mg,2380-5002-AMLODIPINE-ATORVASTATIN TABLET 10 MG-20 MG,15572447,5
2187575,amLODIPine-atorvastatin,amLODIPine-atorvastatin 10 mg-40 mg tablet,NA,NA,NA,10 mg-40 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,amlodipine-atorvastatin tablet 10 mg-40 mg,2380-4997-AMLODIPINE-ATORVASTATIN TABLET 10 MG-40 MG,15572449,5
2189570,amLODIPine-atorvastatin,amLODIPine-atorvastatin 10 mg-80 mg tablet,NA,NA,NA,10 mg-80 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,amlodipine-atorvastatin tablet 10 mg-80 mg,2380-4998-AMLODIPINE-ATORVASTATIN TABLET 10 MG-80 MG,3000714798,2
2165282,amLODIPine-atorvastatin,amLODIPine-atorvastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,TRUE,amlodipine-atorvastatin tablet 5 mg-10 mg,2380--AMLODIPINE-ATORVASTATIN TABLET 5 MG-10 MG,3000714805,2
2185582,amLODIPine-atorvastatin,amLODIPine-atorvastatin 5 mg-10 mg tablet,NA,NA,NA,5 mg-10 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,amlodipine-atorvastatin tablet 5 mg-10 mg,2380-4999-AMLODIPINE-ATORVASTATIN TABLET 5 MG-10 MG,15572451,4
2170372,amLODIPine-atorvastatin,amLODIPine-atorvastatin 5 mg-20 mg tablet,NA,NA,NA,5 mg-20 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,amlodipine-atorvastatin tablet 5 mg-20 mg,2380-5000-AMLODIPINE-ATORVASTATIN TABLET 5 MG-20 MG,3000714804,5
2184640,aspirin-pravastatin,aspirin-pravastatin buffered 81 mg-20 mg tablet,NA,NA,NA,buffered 81 mg-20 mg,tablet,10700,NA,NA,Active,11/1/07 0:15,SCM,TRUE,aspirin-pravastatin buffered 81 mg-20 mg oral tablet,1472-5313-ASPIRIN-PRAVASTATIN BUFFERED 81 MG-20 MG ORAL TABLET,15571526,2
2127595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/13/12 17:16,SCM,TRUE,Ator,#NAME?,NA,5
2133583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/20/13 15:54,SCM,TRUE,atorv,#NAME?,NA,3
3753001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/10/13 13:58,SCM,TRUE,atorva,#NAME?,NA,6
2128759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/16/12 0:15,SCM,TRUE,atorvast,#NAME?,NA,3
6189036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/4/14 9:46,SCM,TRUE,atorvastain,#NAME?,3000252836,2
2166027,atorvastatin,atorvastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,3/2/17 14:17,SCM,TRUE,atorvastatin,1125--ATORVASTATIN,3000252836,361
2165799,atorvastatin,atorvastatin 20 mg tablet,NA,NA,NA,20 mg,tablet,10700,NA,NA,Active,7/22/08 0:15,SCM,TRUE,atorvastatin,1125-3088-ATORVASTATIN,15571541,2
2165797,atorvastatin,atorvastatin 40 mg tablet,NA,NA,NA,40 mg,tablet,10700,NA,NA,Active,10/19/14 17:22,SCM,TRUE,atorvastatin,1125-3085-ATORVASTATIN,15571540,2
2127770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/6/16 19:49,SCM,TRUE,atorvastatin,#NAME?,NA,46
123016,NA,NA,NA,Medication,NA,NA,NA,NA,NA,NA,NA,2/13/17 6:41,SCM,TRUE,atorvastatin -,9.00001E+15,3000252836,40937
8923038,atorvastatin,atorvastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,12/30/16 16:37,SCM,TRUE,atorvastatin 10 mg oral tablet,1125--ATORVASTATIN 10 MG ORAL TABLET,15571542,7
2161803,atorvastatin,atorvastatin 10 mg tablet,NA,NA,NA,10 mg,tablet,10700,NA,NA,Active,3/3/17 14:54,SCM,TRUE,atorvastatin 10 mg oral tablet,1125-3087-ATORVASTATIN 10 MG ORAL TABLET,15571542,5496
2164798,atorvastatin,atorvastatin 20 mg tablet,NA,NA,NA,20 mg,tablet,10700,NA,NA,Active,10/3/08 0:15,SCM,TRUE,atorvastatin 10 mg oral tablet,1125-3088-ATORVASTATIN 10 MG ORAL TABLET,NA,4
2132582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/22/13 0:15,SCM,TRUE,atorvastatin 10 mg oral tablet,--ATORVASTATIN 10 MG ORAL TABLET,NA,131
3601037,atorvastatin,atorvastatin 10 mg tablet,NA,NA,NA,10 mg,tablet,10700,NA,NA,Active,8/9/13 15:09,SCM,TRUE,atorvastatin 10 mg tablet,1125-3087-ATORVASTATIN 10 MG TABLET,15571542,256
2186244,atorvastatin,atorvastatin 10 mg tablet,NA,NA,NA,10 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,atorvastatin 10 mg tablet oral,1125-3087-ATORVASTATIN 10 MG TABLET ORAL,15571542,28
5952026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/6/14 23:25,SCM,TRUE,atorvastatin 10mg,--ATORVASTATIN 10MG,15172423,2
2133758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/24/12 21:50,SCM,TRUE,atorvastatin 10mg every evening at bedtime,--ATORVASTATIN 10MG EVERY EVENING AT BEDTIME,NA,5
2129588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/2/12 0:15,SCM,TRUE,atorvastatin 20 mg,--ATORVASTATIN 20 MG,NA,4
11592185,atorvastatin,atorvastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,12/20/16 12:28,SCM,TRUE,atorvastatin 20 mg oral tablet,1125--ATORVASTATIN 20 MG ORAL TABLET,NA,9
2160810,atorvastatin,atorvastatin 10 mg tablet,NA,NA,NA,10 mg,tablet,10700,NA,NA,Active,10/16/07 0:15,SCM,TRUE,atorvastatin 20 mg oral tablet,1125-3087-ATORVASTATIN 20 MG ORAL TABLET,NA,2
2162801,atorvastatin,atorvastatin 20 mg tablet,NA,NA,NA,20 mg,tablet,10700,NA,NA,Active,3/3/17 20:36,SCM,TRUE,atorvastatin 20 mg oral tablet,1125-3088-ATORVASTATIN 20 MG ORAL TABLET,15571541,7235
2127596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/12/16 9:06,SCM,TRUE,atorvastatin 20 mg oral tablet,--ATORVASTATIN 20 MG ORAL TABLET,15571541,188
2130578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/5/07 0:15,SCM,TRUE,atorvastatin 20 mg oral tablet (home med),--ATORVASTATIN 20 MG ORAL TABLET (HOME MED),NA,3
3601038,atorvastatin,atorvastatin 20 mg tablet,NA,NA,NA,20 mg,tablet,10700,NA,NA,Active,9/11/13 12:49,SCM,TRUE,atorvastatin 20 mg tablet,1125-3088-ATORVASTATIN 20 MG TABLET,15571541,357
4511002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/9/11 0:15,SCM,TRUE,atorvastatin 20 mg tablet,--ATORVASTATIN 20 MG TABLET,15571541,2
2190242,atorvastatin,atorvastatin 20 mg tablet,NA,NA,NA,20 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,atorvastatin 20 mg tablet oral,1125-3088-ATORVASTATIN 20 MG TABLET ORAL,15571541,39
2129763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/1/13 0:15,SCM,TRUE,atorvastatin 20mg at bedtime daily,--ATORVASTATIN 20MG AT BEDTIME DAILY,NA,2
2134590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/16/07 0:15,SCM,TRUE,Atorvastatin 20mg daily at bedtime,--ATORVASTATIN 20MG DAILY AT BEDTIME,NA,2
11333798,atorvastatin,atorvastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/10/17 5:56,SCM,TRUE,atorvastatin 40 mg oral tablet,1125--ATORVASTATIN 40 MG ORAL TABLET,15571540,25
2164796,atorvastatin,atorvastatin 40 mg tablet,NA,NA,NA,40 mg,tablet,10700,NA,NA,Active,3/3/17 17:05,SCM,TRUE,atorvastatin 40 mg oral tablet,1125-3085-ATORVASTATIN 40 MG ORAL TABLET,15571540,9397
2134765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/5/15 11:40,SCM,TRUE,atorvastatin 40 mg oral tablet,--ATORVASTATIN 40 MG ORAL TABLET,NA,218
3605054,atorvastatin,atorvastatin 40 mg tablet,NA,NA,NA,40 mg,tablet,10700,NA,NA,Active,8/14/14 10:43,SCM,TRUE,atorvastatin 40 mg tablet,1125-3085-ATORVASTATIN 40 MG TABLET,15571540,572
2190241,atorvastatin,atorvastatin 40 mg tablet,NA,NA,NA,40 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,atorvastatin 40 mg tablet oral,1125-3085-ATORVASTATIN 40 MG TABLET ORAL,15571540,21
2133585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/5/14 0:15,SCM,TRUE,atorvastatin 40mg every evening at bedtime,--ATORVASTATIN 40MG EVERY EVENING AT BEDTIME,NA,2
7580069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/2/12 0:15,SCM,TRUE,atorvastatin 40mg nightly,--ATORVASTATIN 40MG NIGHTLY,NA,2
6200016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/20/12 0:15,SCM,TRUE,Atorvastatin 40mg PO daily,--ATORVASTATIN 40MG PO DAILY,NA,2
7431020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/25/13 0:15,SCM,TRUE,Atorvastatin 40mg tab,--ATORVASTATIN 40MG TAB,15571540,4
2131586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/14/12 0:15,SCM,TRUE,atorvastatin 80 mg,--ATORVASTATIN 80 MG,NA,3
10674488,atorvastatin,atorvastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,1/16/17 13:47,SCM,TRUE,atorvastatin 80 mg oral tablet,1125--ATORVASTATIN 80 MG ORAL TABLET,15571539,44
2188242,atorvastatin,atorvastatin 80 mg tablet,NA,NA,NA,80 mg,tablet,10700,NA,NA,Active,3/3/17 21:54,SCM,TRUE,atorvastatin 80 mg oral tablet,1125-3086-ATORVASTATIN 80 MG ORAL TABLET,15571539,8405
2129764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/9/15 15:10,SCM,TRUE,atorvastatin 80 mg oral tablet,--ATORVASTATIN 80 MG ORAL TABLET,NA,256
3599050,atorvastatin,atorvastatin 80 mg tablet,NA,NA,NA,80 mg,tablet,10700,NA,NA,Active,6/23/15 11:32,SCM,TRUE,atorvastatin 80 mg tablet,1125-3086-ATORVASTATIN 80 MG TABLET,15571539,600
4264002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/12 0:15,SCM,TRUE,atorvastatin 80 mg tablet,--ATORVASTATIN 80 MG TABLET,15571539,3
2187241,atorvastatin,atorvastatin 80 mg tablet,NA,NA,NA,80 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,atorvastatin 80 mg tablet oral,1125-3086-ATORVASTATIN 80 MG TABLET ORAL,15571539,15
2129590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/14/14 10:54,SCM,TRUE,atorvastatin 80mg,--ATORVASTATIN 80MG,15571539,3
6238023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/23/13 0:15,SCM,TRUE,Atorvastatin 80mg daily,--ATORVASTATIN 80MG DAILY,NA,2
3401001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/16/12 0:15,SCM,TRUE,Atorvastatin 80mg qHS,--ATORVASTATIN 80MG QHS,NA,2
3075001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/3/17 14:55,SCM,TRUE,atorvastatin calcium,#NAME?,3000256368,7
6055019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/12 0:15,SCM,TRUE,"Atorvastatin calcium (lipitor) 10 mg or tabs, 1 tablet daily","--ATORVASTATIN CALCIUM (LIPITOR) 10 MG OR TABS, 1 TABLET DAILY",NA,7
6093035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/10/12 0:15,SCM,TRUE,"Atorvastatin calcium (lipitor) 10 mg or tabs, 1 tablet daily (home med)","--ATORVASTATIN CALCIUM (LIPITOR) 10 MG OR TABS, 1 TABLET DAILY (HOME MED)",NA,2
6027020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/13/12 0:15,SCM,TRUE,Atorvastatin calcium (lipitor) 20 mg or tabs,--ATORVASTATIN CALCIUM (LIPITOR) 20 MG OR TABS,3000284909,6
